latitude,longitude,streetAddressLine1,streetAddressLine2,streetAddressLine3,city,countrySubdivisionCode
31.236113,121.484848,黄浦区,申大厦102单元,汉口路266号,上海市,31
31.23696,121.48455,黄浦区,2楼S-215单元,南京东路299号,上海市,31
31.236526,121.483825,上海市黄浦区,,南京东路353号1楼122室-2楼211室,上海市,31
31.237521,121.48527,黄浦区,老介福,南京东路233号,上海市,31
31.234587,121.484359,上海市黄浦区,,福州路318号,上海市,31
31.237963,121.484829,上海市黄浦区外滩街道河南中路438号,,,上海市,31
31.238297,121.483993,上海市黄浦区,,南京东路300号L113、L215室,上海市,31
31.235777,121.488018,上海市黄浦区,,四川中路213号102室,上海市,31
31.236263,121.480072,黄浦区,福建中路,福建中路353号-359号1-2层1A02单元,上海市,31
31.232403,121.486902,黄浦区,外滩中心,河南中路88号,上海市,31
31.232498,121.482113,上海市黄浦区广东路500号1楼103单元,,,上海市,31
31.234364,121.479507,黄浦区,古象大酒店,九江路595号一层,上海市,31
31.240505,121.48848,上海市黄浦区,,北京东路99号地上1楼L101A室,上海市,31
31.2348,121.478548,黄浦区,永安百货一楼,南京东路635号,上海市,31
31.235455,121.477546,上海市黄浦区南京东路690号,,,上海市,31
31.240213,121.490448,黄浦区,外滩,中山东一路367号,上海市,31
31.232728,121.477556,黄浦区,来福士广场办公楼一层大堂L1-02,西藏中路268,上海市,31
31.230152,121.480027,黄浦区,东海商业中心,延安东路588号,上海市,31
31.243623,121.482833,上海市虹口区天潼路567号,,,上海市,31
31.234409,121.475741,上海市黄浦区,,南京东路829号G05商铺,上海市,31
31.231012,121.477581,上海市黄浦区,,西藏中路168号2楼202室,上海市,31
31.235119,121.475456,黄浦区,东方商厦,南京东路800号B14-F01-1-015单元,上海市,31
31.232336,121.476473,上海市黄浦区,05单元,西藏中路268号来福士广场2楼04,上海市,31
31.235358,121.475288,上海市黄浦区,,南京东路800号4楼B02-F04-1-305室,上海市,31
31.233229,121.474857,黄浦区,,西藏中路289号,上海市,31
31.228176,121.490272,上海市黄浦区,,丽水路88号1F116单元,上海市,31
31.234924,121.473877,黄浦区,新世界,南京西路2－68号3F,上海市,31
31.229896,121.493245,上海市黄浦区,,中山东二路58号的外滩SOHO地下1层07室,上海市,31
31.232999,121.474106,上海市黄浦区,,轨道交通一号线人民广场地铁站 1-110商铺,上海市,31
31.245897,121.486533,上海市虹口区天潼路328号L108,,,上海市,31
31.227087,121.480034,黄浦区,亚龙国际广场1f-102A,金陵东路500号,上海市,31
31.237378,121.473199,黄浦区,新金桥,西藏中路579－581号,上海市,31
31.226366,121.481323,黄浦区,淮海东路,淮海东路68号101单元,上海市,31
31.235258,121.497199,"FFudu Part,Binjiang Rd",Pudong District,,Shanghai,31
31.245276,121.491901,虹口区,,黄浦路99号111室,上海市,31
31.234157,121.472194,黄浦区,,南京西路128号永新广场1F,上海市,31
31.245775,121.477986,上海市静安区塘沽路831号1层05单元,,,上海市,31
31.226062,121.492067,No. 100 Yu Yuan Road,,,Shanghai,31
31.22561,121.478223,上海市黄浦区淮海中路138号地上一层110单元,,,上海市,31
31.241056,121.472048,上海市静安区,四行天地,西藏北路18号105单元,上海市,31
31.237191,121.499222,"1F,No.168,W.Lujiazui Rd",,,Shanghai,31
31.228346,121.473287,上海市黄浦区,,人民大道221号B1层236-238号单元,上海市,31
31.231657,121.471031,"No.189,W.Nanjing Rd",,,Shanghai,31
31.242977,121.472054,上海市闸北区西藏北路166号第三层301-16单元,,,上海市,31
31.235152,121.49997,浦东新区,未来资产大厦,陆家嘴环路166号102室,上海市,31
31.236943,121.500108,浦东新区,正大广场B2-05单元,陆家嘴西路168号,上海市,31
31.237121,121.500322,浦东新区,正大广场,陆家嘴西路168号3F,上海市,31
31.238855,121.500086,上海市浦东新区,,世纪大道1号广场1号铺位,上海市,31
31.248721,121.490199,虹口区,耀江广场,吴淞路258号1楼102室,上海市,31
31.234481,121.500463,浦东新区,花旗集团大厦1楼,花园石桥路33号,上海市,31
31.235344,121.50531,浦东新区,裙房２楼2C-08、2C-10铺位,世纪大道88号,上海市,31
31.235372,121.507061,浦东新区,环球金融,世纪大道100号101,上海市,31
31.233833,121.505284,上海市浦东新区,,银城中路501号L1-1,上海市,31
31.233619,121.505676,上海市浦东新区浦东新区银城中路501号B2-9,,,上海市,31
31.23483,121.508639,上海市浦东新区,,世纪大道160号览海国际广场一层,上海市,31
31.236511,121.501706,中国（上海）自由贸易试验区世纪大道8号D座,,（商业裙房）地下一层（—1层）LG1—39室,上海市,31
31.238458,121.503215,上海市浦东新区,,银城中路200号大堂,上海市,31
31.23838,121.501585,浦东新区,（临）“东方浮庭”2F-4室,陆家嘴中心区世纪大道55号,上海市,31
31.235548,121.51062,"No.211,Century Rd",,,Shanghai,31
